"","Muestra","n","Media","Varianza"
"59",59,7,6.42857142857143,1.28571428571429
"60",60,6,5.66666666666667,8.66666666666667
"61",61,5,5,6.5
"62",62,7,6.85714285714286,8.47619047619048
"63",63,7,7.57142857142857,7.28571428571429
"64",64,8,5,3.42857142857143
"65",65,5,5.8,3.7
"66",66,8,6.125,4.41071428571429
"67",67,6,7.66666666666667,7.86666666666667
"68",68,5,4,5
"69",69,6,7.33333333333333,4.26666666666667
"70",70,4,6,0.666666666666667
"71",71,7,5.14285714285714,2.47619047619048
"72",72,4,5,4.66666666666667
"73",73,7,5.71428571428571,6.57142857142857
"74",74,7,6.28571428571429,1.57142857142857
"75",75,6,5.5,6.3
"76",76,8,6.875,10.6964285714286
"77",77,8,5.625,3.69642857142857
"78",78,5,3.8,3.7
"79",79,5,7,3
"80",80,6,5,2
"81",81,6,6.16666666666667,5.36666666666667
"82",82,8,5.25,5.64285714285714
"83",83,6,5.5,2.3
"84",84,4,5.75,10.9166666666667
"85",85,7,5.42857142857143,6.28571428571429
"86",86,9,4.11111111111111,2.86111111111111
"87",87,7,5.85714285714286,4.80952380952381
"88",88,6,5.83333333333333,2.16666666666667
"89",89,8,6.5,3.14285714285714
"90",90,8,6.25,8.78571428571429
"91",91,4,5.5,0.333333333333333
"92",92,7,5.71428571428571,1.9047619047619
"93",93,5,5.6,7.8
"94",94,8,6.875,6.69642857142857
"95",95,5,7.8,2.2
"96",96,4,7.25,14.25
"97",97,6,5.16666666666667,1.76666666666667
"98",98,8,5.875,6.69642857142857
"99",99,5,7.6,5.3
"100",100,9,5.55555555555556,4.27777777777778
"101",101,8,7.25,4.78571428571429
"102",102,7,6.42857142857143,3.61904761904762
"103",103,8,7.75,3.07142857142857
"104",104,6,6.83333333333333,10.1666666666667
"105",105,4,5.75,11.5833333333333
"106",106,5,7.2,7.7
"107",107,6,6.16666666666667,2.56666666666667
"108",108,4,5.5,5.66666666666667
"109",109,5,5.6,7.8
"110",110,7,5.71428571428571,11.5714285714286
"111",111,8,5.5,3.14285714285714
"112",112,4,7.5,7
"113",113,6,5.5,0.7
"114",114,6,5.66666666666667,3.86666666666667
"115",115,7,5.42857142857143,4.28571428571429
"116",116,6,5.33333333333333,2.66666666666667
"117",117,5,4.4,5.3
"118",118,5,7.4,0.8
"119",119,5,6.2,10.2
"120",120,7,5.42857142857143,5.28571428571429
"121",121,5,4.6,10.3
"122",122,4,7.5,3
"123",123,6,5.83333333333333,6.56666666666667
"124",124,9,5.33333333333333,4.5
"125",125,7,6.57142857142857,3.61904761904762
"126",126,5,6.4,8.3
"127",127,8,6.5,5.14285714285714
"128",128,8,6.5,2
"129",129,9,6.44444444444444,3.27777777777778
"130",130,8,5.75,5.35714285714286
"131",131,4,8,5.33333333333333
"132",132,7,6,4
"133",133,8,5,3.42857142857143
"134",134,7,6,4.33333333333333
"135",135,8,5.5,3.14285714285714
"136",136,7,6.71428571428571,3.57142857142857
"137",137,8,6.375,4.26785714285714
"138",138,7,6,2
"139",139,7,5,0.666666666666667
"140",140,7,5.85714285714286,8.47619047619048
"141",141,6,7.5,5.1
"142",142,9,6.33333333333333,5.5
"143",143,7,5,5.33333333333333
"144",144,6,5.5,10.3
"145",145,5,5.2,2.7
"146",146,5,5,2.5
"147",147,6,5.83333333333333,6.96666666666667
"148",148,8,6.25,4.5
"149",149,8,5.875,1.55357142857143
"150",150,7,7,9.66666666666667
"151",151,8,5.25,3.07142857142857
"152",152,6,6.16666666666667,2.96666666666667
"153",153,6,4.66666666666667,1.46666666666667
"154",154,7,6.14285714285714,5.14285714285714
"155",155,7,5.42857142857143,3.28571428571429
"156",156,6,5.5,3.1
"157",157,7,6.85714285714286,1.14285714285714
"158",158,4,7.5,3
"159",159,7,5.85714285714286,5.14285714285714
"160",160,7,6.57142857142857,3.28571428571429
"161",161,6,7.5,7.9
"162",162,5,4.8,1.2
"163",163,5,7.2,7.7
"164",164,4,6,0.666666666666667
"165",165,6,6.66666666666667,4.26666666666667
"166",166,7,5.14285714285714,5.47619047619048
"167",167,6,5.5,2.7
"168",168,5,8,7.5
"169",169,6,6.66666666666667,4.26666666666667
"170",170,9,7,4.5
"171",171,8,6.25,8.78571428571429
"172",172,3,4.66666666666667,0.333333333333333
"173",173,7,5.57142857142857,4.95238095238095
"174",174,7,5.14285714285714,3.47619047619048
"175",175,5,5.8,1.7
"176",176,8,6.25,3.64285714285714
"177",177,9,5.88888888888889,7.36111111111111
"178",178,7,5.14285714285714,3.80952380952381
"179",179,9,5.22222222222222,9.44444444444444
"180",180,6,6.16666666666667,10.9666666666667
"181",181,5,7.6,1.3
"182",182,7,5.28571428571429,2.9047619047619
"183",183,7,5.71428571428571,2.57142857142857
"184",184,5,5.6,5.3
"185",185,9,5.22222222222222,7.44444444444444
"186",186,5,5.2,1.7
"187",187,5,6,7
"188",188,1,7,0
"189",189,4,4,6
"190",190,8,5,13.7142857142857
"191",191,6,5,3.6
"192",192,4,5,3.33333333333333
"193",193,6,6.5,6.3
"194",194,7,5.85714285714286,2.80952380952381
"195",195,5,4,3
"196",196,8,5.75,6.78571428571429
"197",197,5,4.2,3.7
"198",198,5,6.2,9.2
"199",199,6,5.66666666666667,4.26666666666667
"200",200,9,6.44444444444444,5.77777777777778
"201",201,6,6.33333333333333,4.66666666666667
"202",202,8,5.25,3.92857142857143
"203",203,7,4.28571428571429,8.57142857142857
"204",204,6,5,4.4
"205",205,10,5.8,2.62222222222222
"206",206,8,6.5,3.42857142857143
"207",207,4,6.75,0.916666666666667
"208",208,6,6,1.2
"209",209,6,4.83333333333333,1.76666666666667
"210",210,7,4.85714285714286,8.47619047619048
"211",211,5,8.4,1.8
"212",212,7,5.57142857142857,2.61904761904762
"213",213,7,6.42857142857143,4.95238095238095
"214",214,5,5.2,10.7
"215",215,5,6.8,9.7
"216",216,2,8.5,24.5
"217",217,5,6.2,3.7
"218",218,7,7.14285714285714,3.47619047619048
"219",219,5,5.2,7.7
"220",220,4,4.25,1.58333333333333
"221",221,5,7.4,6.3
"222",222,7,5.85714285714286,1.14285714285714
"223",223,9,5.66666666666667,5.75
"224",224,5,5.4,1.3
"225",225,7,5.42857142857143,3.28571428571429
"226",226,6,6.33333333333333,1.46666666666667
"227",227,4,5,1.33333333333333
"228",228,4,7.25,2.91666666666667
"229",229,7,5.28571428571429,11.2380952380952
"230",230,5,5.2,0.7
"231",231,5,6.6,5.8
"232",232,7,6.57142857142857,3.95238095238095
"233",233,6,5.66666666666667,6.26666666666667
"234",234,8,4.25,7.35714285714286
"235",235,3,5,1
"236",236,6,5.83333333333333,2.96666666666667
"237",237,6,5.16666666666667,4.56666666666667
"238",238,4,5.75,7.58333333333333
"239",239,5,4.2,4.7
"240",240,5,6.2,4.7
"241",241,7,6,9
"242",242,7,5.28571428571429,6.23809523809524
"243",243,8,6.5,4
"244",244,5,5.2,2.2
"245",245,7,6.57142857142857,6.28571428571429
"246",246,7,4.57142857142857,1.95238095238095
"247",247,6,4.66666666666667,4.26666666666667
"248",248,6,4.83333333333333,2.16666666666667
"249",249,5,5.6,12.8
"250",250,4,3.25,4.25
"251",251,6,6.83333333333333,8.16666666666667
"252",252,5,6.4,3.3
"253",253,8,5.125,5.26785714285714
"254",254,3,8.66666666666667,10.3333333333333
"255",255,8,4.625,4.55357142857143
"256",256,8,7.25,10.2142857142857
"257",257,9,5,5
"258",258,6,6.66666666666667,4.26666666666667
"259",259,6,7.16666666666667,6.16666666666667
"260",260,4,8.5,5.66666666666667
"261",261,6,6.5,4.7
"262",262,5,4.8,9.7
"263",263,6,4.83333333333333,3.36666666666667
"264",264,7,5.57142857142857,12.2857142857143
"265",265,5,7,0.5
"266",266,5,6,12.5
"267",267,6,5.33333333333333,4.26666666666667
"268",268,7,5.85714285714286,2.47619047619048
"269",269,6,5.66666666666667,5.86666666666667
"270",270,5,8.2,10.7
"271",271,3,7,3
"272",272,6,5.33333333333333,6.26666666666667
"273",273,4,6.75,4.91666666666667
"274",274,7,5.14285714285714,3.14285714285714
"275",275,5,6,2
"276",276,5,5.6,3.8
"277",277,5,6.6,11.8
"278",278,5,4.4,0.3
"279",279,6,4.33333333333333,5.46666666666667
"280",280,6,8.66666666666667,4.26666666666667
"281",281,7,6.14285714285714,7.14285714285714
"282",282,6,5.5,7.9
"283",283,7,6.57142857142857,5.61904761904762
"284",284,7,7.42857142857143,6.28571428571429
"285",285,7,7.28571428571429,13.9047619047619
"286",286,7,5.71428571428571,5.23809523809524
"287",287,7,5.14285714285714,10.1428571428571
"288",288,3,5.33333333333333,1.33333333333333
"289",289,6,7,6.8
"290",290,6,5.83333333333333,5.76666666666667
"291",291,7,7.28571428571429,7.23809523809524
"292",292,7,4.85714285714286,1.80952380952381
"293",293,7,6.85714285714286,3.14285714285714
"294",294,7,6.57142857142857,6.95238095238095
"295",295,6,6.16666666666667,3.36666666666667
"296",296,4,6.75,0.25
"297",297,7,6.42857142857143,3.61904761904762
"298",298,4,4.75,6.25
"299",299,6,5.16666666666667,3.76666666666667
"300",300,7,5.14285714285714,5.14285714285714
"301",301,7,6.28571428571429,2.9047619047619
"302",302,5,5.6,3.8
"303",303,4,5,5.33333333333333
"304",304,7,5.14285714285714,1.47619047619048
"305",305,5,5.6,7.3
"306",306,6,8,8
"307",307,7,6.28571428571429,2.9047619047619
"308",308,5,5.6,6.3
"309",309,9,3.33333333333333,3.5
"310",310,6,6.83333333333333,2.56666666666667
"311",311,6,6.33333333333333,2.66666666666667
"312",312,5,5.8,13.7
"313",313,6,6,0.8
"314",314,5,7.8,2.2
"315",315,6,4.5,2.7
"316",316,5,5.6,1.3
"317",317,6,7.16666666666667,10.9666666666667
"318",318,6,6.16666666666667,10.9666666666667
"319",319,10,5.2,3.06666666666667
"320",320,6,4.83333333333333,4.96666666666667
"321",321,4,7.25,8.91666666666667
"322",322,9,6.88888888888889,6.86111111111111
"323",323,6,4.66666666666667,2.66666666666667
"324",324,8,6,1.14285714285714
"325",325,5,5.6,7.3
"326",326,9,5.55555555555556,4.27777777777778
"327",327,6,6.66666666666667,9.86666666666667
"328",328,6,6,5.2
"329",329,5,4.2,1.7
"330",330,6,4.66666666666667,5.46666666666667
"331",331,8,5,2.57142857142857
"332",332,10,5.7,7.34444444444444
"333",333,8,5.75,3.92857142857143
"334",334,8,5.125,3.83928571428571
"335",335,6,5.16666666666667,1.76666666666667
"336",336,8,6,5.14285714285714
"337",337,5,5.6,6.8
"338",338,2,4.5,0.5
"339",339,5,5.2,3.7
"340",340,9,7,6.25
"341",341,7,6.71428571428571,10.2380952380952
"342",342,8,5,5.42857142857143
"343",343,8,5.25,9.35714285714286
"344",344,4,2.25,3.58333333333333
"345",345,6,4.5,6.3
"346",346,5,6,3.5
"347",347,5,5.4,12.3
"348",348,7,5.42857142857143,4.61904761904762
"349",349,7,7.42857142857143,10.2857142857143
"350",350,6,4.66666666666667,1.86666666666667
"351",351,8,7,9.71428571428571
"352",352,6,6,10
"353",353,7,6.57142857142857,3.28571428571429
"354",354,5,5.4,2.8
"355",355,7,5.42857142857143,1.95238095238095
"356",356,5,5.6,7.3
"357",357,4,6.75,4.25
"358",358,8,6,5.71428571428571
"359",359,3,5.33333333333333,0.333333333333333
"360",360,3,5.33333333333333,2.33333333333333
"361",361,8,5.25,2.78571428571429
"362",362,5,6.8,7.7
"363",363,8,5.375,1.41071428571429
"364",364,2,3,2
"365",365,7,6.42857142857143,4.95238095238095
"366",366,7,5.85714285714286,10.1428571428571
"367",367,8,5.5,5.71428571428571
"368",368,7,6.57142857142857,2.61904761904762
"369",369,6,6.5,8.7
"370",370,7,7.71428571428571,6.57142857142857
"371",371,7,6.42857142857143,2.61904761904762
"372",372,6,5.33333333333333,2.26666666666667
"373",373,4,5.5,13.6666666666667
"374",374,6,7,4.8
"375",375,6,5.33333333333333,1.06666666666667
"376",376,8,4.5,3.71428571428571
"377",377,3,5.66666666666667,0.333333333333333
"378",378,6,3.83333333333333,4.96666666666667
"379",379,5,6.6,0.8
"380",380,6,5.66666666666667,7.06666666666667
"381",381,4,6.25,2.91666666666667
"382",382,6,6.66666666666667,1.06666666666667
"383",383,7,5.71428571428571,6.90476190476191
"384",384,7,6.28571428571429,6.23809523809524
"385",385,8,5.875,3.26785714285714
"386",386,6,6.5,5.1
"387",387,5,4.4,2.3
"388",388,5,4.6,0.8
"389",389,7,5.57142857142857,1.95238095238095
"390",390,4,6.25,0.916666666666667
"391",391,5,5,6.5
"392",392,5,5.6,2.3
"393",393,5,5.8,9.2
"394",394,7,5.57142857142857,7.95238095238095
"395",395,3,5.66666666666667,12.3333333333333
"396",396,7,5.28571428571429,5.23809523809524
"397",397,9,6.22222222222222,2.94444444444444
"398",398,4,5,2
"399",399,5,5.4,3.3
"400",400,5,5.4,3.8
"401",401,6,6.66666666666667,1.06666666666667
"402",402,7,5.42857142857143,2.61904761904762
"403",403,6,7.66666666666667,8.66666666666667
"404",404,5,5.6,1.3
"405",405,6,6.83333333333333,6.56666666666667
"406",406,7,4.85714285714286,1.80952380952381
"407",407,8,6.375,4.55357142857143
"408",408,8,6.625,5.69642857142857
"409",409,4,6.75,11.5833333333333
"410",410,8,6.75,8.5
"411",411,10,6.1,3.21111111111111
"412",412,5,6.4,7.3
"413",413,8,5.5,2
"414",414,6,6.66666666666667,5.46666666666667
"415",415,6,6,2
"416",416,4,7.75,0.916666666666667
"417",417,5,5,5.5
"418",418,7,6.57142857142857,11.2857142857143
"419",419,7,4.14285714285714,1.47619047619048
"420",420,8,5.125,2.98214285714286
"421",421,4,5.5,1.66666666666667
"422",422,5,6.2,3.2
"423",423,6,6,7.2
"424",424,7,5.42857142857143,2.28571428571429
"425",425,1,6,0
"426",426,6,6.5,5.5
"427",427,6,6.33333333333333,2.66666666666667
"428",428,6,7.33333333333333,3.86666666666667
"429",429,4,7.75,6.25
"430",430,8,5,6.57142857142857
"431",431,3,7.66666666666667,2.33333333333333
"432",432,7,6.85714285714286,4.47619047619048
"433",433,9,7,3.5
"434",434,8,5.375,5.125
"435",435,9,5.33333333333333,1.5
"436",436,7,5.14285714285714,2.14285714285714
"437",437,7,6.42857142857143,8.61904761904762
"438",438,4,4.75,0.916666666666667
"439",439,8,6.875,2.98214285714286
"440",440,7,5.28571428571429,4.23809523809524
"441",441,6,6,2.8
"442",442,6,7.5,6.3
"443",443,5,5.8,15.7
"444",444,9,7.44444444444444,5.02777777777778
"445",445,6,6.33333333333333,17.4666666666667
"446",446,6,6.16666666666667,1.76666666666667
"447",447,7,6.71428571428571,2.9047619047619
"448",448,9,7.22222222222222,8.19444444444444
"449",449,6,5.16666666666667,2.56666666666667
"450",450,6,5.5,1.9
"451",451,8,6,4.85714285714286
"452",452,4,6,2
"453",453,6,5,2.4
"454",454,9,6.33333333333333,7.5
"455",455,5,5.4,6.8
"456",456,7,6,3.66666666666667
"457",457,5,3,2.5
"458",458,7,4.71428571428571,1.57142857142857
"459",459,7,7.57142857142857,10.2857142857143
"460",460,6,6,2.4
"461",461,8,6.125,4.98214285714286
"462",462,9,5.33333333333333,7
"463",463,5,4.4,9.8
"464",464,8,5.375,8.26785714285714
"465",465,8,7.375,5.98214285714286
"466",466,6,6.16666666666667,5.76666666666667
"467",467,7,5.14285714285714,4.14285714285714
"468",468,5,5.4,7.3
"469",469,7,6.42857142857143,1.61904761904762
"470",470,5,7.4,7.3
"471",471,6,7.16666666666667,2.96666666666667
"472",472,4,6.25,2.25
"473",473,8,5.125,7.55357142857143
"474",474,6,5.16666666666667,1.76666666666667
"475",475,7,5.14285714285714,2.47619047619048
"476",476,5,5.8,6.2
"477",477,7,6.71428571428571,2.9047619047619
"478",478,5,5.8,1.2
"479",479,8,6.125,9.26785714285714
"480",480,6,4,6.4
"481",481,4,4.5,8.33333333333333
"482",482,5,4.8,1.7
"483",483,7,5.85714285714286,2.80952380952381
"484",484,8,7.25,4.5
"485",485,5,5.4,6.3
"486",486,6,6.66666666666667,3.46666666666667
"487",487,6,6,6.8
"488",488,7,5.42857142857143,3.95238095238095
"489",489,7,6,2.33333333333333
"490",490,7,6.57142857142857,8.28571428571429
"491",491,8,6.5,3.71428571428571
"492",492,7,4.42857142857143,4.95238095238095
"493",493,7,6.57142857142857,5.61904761904762
"494",494,3,5.33333333333333,14.3333333333333
"495",495,5,4.4,3.3
"496",496,8,4.75,5.07142857142857
"497",497,8,5.25,2.78571428571429
"498",498,7,5.42857142857143,6.61904761904762
"499",499,6,5.5,2.7
"500",500,7,5.42857142857143,3.61904761904762
"501",501,4,6.75,2.25
"502",502,10,6.2,2.62222222222222
"503",503,3,5,4
"504",504,5,7,5.5
"505",505,7,6.28571428571429,3.23809523809524
"506",506,4,6,11.3333333333333
"507",507,5,5.8,5.2
"508",508,6,5.66666666666667,3.06666666666667
"509",509,6,7.33333333333333,3.86666666666667
"510",510,6,5.83333333333333,1.36666666666667
"511",511,7,6.71428571428571,5.90476190476191
"512",512,6,6.66666666666667,5.06666666666667
"513",513,4,5.25,10.25
"514",514,7,6.14285714285714,3.47619047619048
"515",515,5,6.2,0.7
"516",516,5,5.4,5.3
"517",517,7,6.57142857142857,3.61904761904762
"518",518,3,5.66666666666667,4.33333333333333
"519",519,8,5.875,4.41071428571429
"520",520,3,7,1
"521",521,7,6.42857142857143,1.28571428571429
"522",522,8,5,8.57142857142857
"523",523,9,5.88888888888889,6.61111111111111
"524",524,9,7.88888888888889,6.86111111111111
"525",525,3,7.33333333333333,6.33333333333333
"526",526,7,5.85714285714286,3.14285714285714
"527",527,7,5.85714285714286,2.80952380952381
"528",528,7,4.71428571428571,5.57142857142857
"529",529,8,7.5,6.28571428571429
"530",530,6,5.66666666666667,5.06666666666667
"531",531,5,6.6,6.8
"532",532,7,7.85714285714286,3.14285714285714
"533",533,7,5,6.66666666666667
"534",534,6,5,6.4
"535",535,9,5.44444444444444,6.02777777777778
"536",536,4,5.5,4.33333333333333
"537",537,7,6.42857142857143,6.28571428571429
"538",538,7,5.28571428571429,1.57142857142857
"539",539,7,7.71428571428571,8.23809523809524
"540",540,9,6.11111111111111,9.86111111111111
"541",541,4,6.25,10.9166666666667
"542",542,6,6.66666666666667,2.26666666666667
"543",543,6,6,4
"544",544,7,6,1.33333333333333
"545",545,7,6.57142857142857,1.28571428571429
"546",546,6,5,6.8
"547",547,6,4.83333333333333,6.96666666666667
"548",548,4,5.75,0.25
"549",549,5,6.8,4.7
"550",550,7,5.85714285714286,5.14285714285714
"551",551,8,6.75,4.5
"552",552,8,5.25,6.5
"553",553,7,7.28571428571429,3.9047619047619
"554",554,4,4.75,2.25
"555",555,6,5,1.2
"556",556,7,6.14285714285714,5.14285714285714
"557",557,7,5.42857142857143,1.95238095238095
"558",558,9,6.55555555555556,1.27777777777778
"559",559,5,5.8,5.2
"560",560,6,6.5,13.1
"561",561,4,3.25,0.916666666666667
"562",562,5,5.8,6.7
"563",563,6,6.66666666666667,4.26666666666667
"564",564,6,6.16666666666667,2.56666666666667
"565",565,7,6.42857142857143,3.28571428571429
"566",566,5,5,2.5
"567",567,1,4,0
"568",568,6,6.5,3.1
"569",569,8,5.375,2.55357142857143
"570",570,7,6.71428571428571,2.57142857142857
"571",571,8,5.625,6.55357142857143
"572",572,8,5.125,10.6964285714286
"573",573,7,5.42857142857143,7.61904761904762
"574",574,5,7.4,4.8
"575",575,8,6.375,5.98214285714286
"576",576,8,5.75,4.21428571428571
"577",577,6,5.83333333333333,4.56666666666667
"578",578,6,5.33333333333333,5.86666666666667
"579",579,6,7.83333333333333,4.16666666666667
"580",580,3,7.66666666666667,2.33333333333333
"581",581,5,3.8,3.7
"582",582,6,6,3.6
"583",583,8,4.875,8.98214285714286
"584",584,5,6.6,5.8
"585",585,6,5.5,3.1
"586",586,7,5.71428571428571,9.23809523809524
"587",587,7,6.71428571428571,8.23809523809524
"588",588,7,7,6
"589",589,6,5,4.4
"590",590,7,5.14285714285714,4.14285714285714
"591",591,6,4.5,3.5
"592",592,8,5.5,13.1428571428571
"593",593,7,6.14285714285714,4.14285714285714
"594",594,6,8.66666666666667,4.26666666666667
"595",595,5,5.6,7.3
"596",596,6,6.66666666666667,7.06666666666667
"597",597,6,6,12
"598",598,6,6.5,7.5
"599",599,7,6.28571428571429,3.23809523809524
"600",600,7,4.42857142857143,3.61904761904762
"601",601,9,6.11111111111111,3.11111111111111
"602",602,5,4.8,4.7
"603",603,6,6.33333333333333,3.46666666666667
"604",604,7,6.57142857142857,4.28571428571429
"605",605,7,6.28571428571429,4.57142857142857
"606",606,6,5.83333333333333,1.36666666666667
"607",607,6,6.5,3.5
"608",608,3,8.33333333333333,2.33333333333333
"609",609,3,6.33333333333333,2.33333333333333
"610",610,8,5.375,5.125
"611",611,5,5.2,2.7
"612",612,7,6.71428571428571,5.90476190476191
"613",613,4,7.25,7.58333333333333
"614",614,9,6.11111111111111,5.86111111111111
"615",615,7,5.42857142857143,6.95238095238095
"616",616,7,8.42857142857143,6.95238095238095
"617",617,4,8.25,2.91666666666667
"618",618,5,6.4,2.3
"619",619,5,5.6,6.8
"620",620,7,4.42857142857143,7.61904761904762
"621",621,6,6.83333333333333,6.16666666666667
"622",622,8,5.375,2.55357142857143
"623",623,5,6.2,2.2
"624",624,9,5.33333333333333,5.25
"625",625,6,5.5,3.5
"626",626,7,4.42857142857143,3.95238095238095
"627",627,5,5.8,6.7
"628",628,6,6.5,8.3
"629",629,6,7.33333333333333,1.86666666666667
"630",630,5,6.6,3.3
"631",631,7,6.42857142857143,4.28571428571429
"632",632,4,5.25,1.58333333333333
"633",633,4,5.25,0.25
"634",634,8,5.75,3.35714285714286
"635",635,7,6,4.33333333333333
"636",636,6,6.83333333333333,6.16666666666667
"637",637,8,4.5,4
"638",638,8,6.625,5.41071428571429
"639",639,6,6.5,2.3
"640",640,7,6.57142857142857,7.61904761904762
"641",641,6,6.83333333333333,1.36666666666667
"642",642,9,5.22222222222222,7.69444444444444
"643",643,4,7.5,11
"644",644,8,5.625,4.26785714285714
"645",645,6,5.16666666666667,2.56666666666667
"646",646,3,4.66666666666667,6.33333333333333
"647",647,7,5.14285714285714,1.14285714285714
"648",648,6,5,2.8
"649",649,5,6.4,2.8
"650",650,7,4.57142857142857,2.95238095238095
"651",651,5,6.6,2.3
"652",652,6,5.16666666666667,0.966666666666667
"653",653,8,5.25,10.7857142857143
"654",654,6,8,3.2
"655",655,6,5.83333333333333,8.16666666666667
"656",656,4,6.25,4.25
"657",657,7,6,12.6666666666667
"658",658,5,6,7.5
"659",659,7,6.14285714285714,1.47619047619048
"660",660,5,4,3.5
"661",661,7,5.57142857142857,1.95238095238095
"662",662,2,5.5,0.5
"663",663,5,5.4,2.8
"664",664,5,7.4,6.3
"665",665,7,6.71428571428571,5.90476190476191
"666",666,2,7.5,0.5
"667",667,7,6.71428571428571,3.57142857142857
"668",668,6,6.5,0.7
"669",669,7,5.85714285714286,8.14285714285714
"670",670,6,5.16666666666667,2.96666666666667
"671",671,8,6.25,7.64285714285714
"672",672,8,7.25,7.35714285714286
"673",673,7,6.28571428571429,4.57142857142857
"674",674,7,6,3.66666666666667
"676",676,10,4.7,4.9
"677",677,5,6.8,5.2
"678",678,6,6.5,3.5
"679",679,4,6.25,8.25
"680",680,8,6.25,5.64285714285714
"681",681,4,3.75,4.25
"682",682,4,5.75,2.91666666666667
"683",683,8,5.875,8.98214285714286
"684",684,6,5.33333333333333,3.86666666666667
"685",685,7,5,6.33333333333333
"686",686,7,6.57142857142857,2.28571428571429
"687",687,6,7,6.8
"688",688,8,5.875,2.98214285714286
"689",689,5,6.6,9.8
"690",690,5,4.6,6.3
"691",691,5,5.6,3.8
"692",692,1,7,0
"693",693,8,6,2.85714285714286
"694",694,6,5.66666666666667,11.8666666666667
"695",695,6,6.5,11.5
"696",696,6,6,6
"697",697,7,5.57142857142857,2.95238095238095
"698",698,8,5.375,5.69642857142857
"699",699,6,6.66666666666667,10.2666666666667
"700",700,6,5.83333333333333,8.56666666666667
"701",701,7,5.42857142857143,7.28571428571429
"702",702,6,5.83333333333333,2.56666666666667
"703",703,5,6.8,2.2
"704",704,6,7,4
"705",705,6,6.33333333333333,8.26666666666667
"706",706,8,5.875,8.98214285714286
"707",707,3,5.33333333333333,6.33333333333333
"708",708,5,4.4,1.3
"709",709,5,6.6,4.3
"710",710,8,7.25,5.35714285714286
"711",711,7,6.42857142857143,4.28571428571429
"712",712,5,5,2
"713",713,7,6.57142857142857,8.28571428571429
"714",714,1,4,0
"715",715,7,5.28571428571429,3.57142857142857
"716",716,6,7.33333333333333,5.86666666666667
"717",717,6,7.5,3.5
"718",718,4,6,0.666666666666667
"719",719,4,6.5,4.33333333333333
"720",720,7,5.71428571428571,6.57142857142857
"721",721,4,3.5,0.333333333333333
"722",722,6,5,2
"723",723,6,5.5,6.7
"724",724,8,6.875,0.410714285714286
"725",725,6,6.33333333333333,5.86666666666667
"726",726,3,6.66666666666667,2.33333333333333
"727",727,6,5,4.8
"728",728,5,5.4,3.3
"729",729,4,5.75,3.58333333333333
"730",730,5,6.4,10.3
"731",731,7,6.57142857142857,5.95238095238095
"732",732,6,6.66666666666667,7.06666666666667
"733",733,5,7,7.5
"734",734,6,5.83333333333333,2.16666666666667
"735",735,4,7,2
"736",736,9,5.77777777777778,3.19444444444444
"737",737,7,6,3.33333333333333
"738",738,7,7.28571428571429,7.57142857142857
"739",739,6,4.5,2.3
"740",740,9,5.77777777777778,4.94444444444444
"741",741,6,5,2.4
"742",742,5,6.2,4.7
"743",743,8,6.75,1.64285714285714
"744",744,6,6.16666666666667,1.36666666666667
